boss,enc,dur,dps,bc
카이메루스,3306,359.369,136391.42496988,True
카이메루스,3306,339.103,136390.86649189,True
카이메루스,3306,361.66,136358.29508378,True
카이메루스,3306,370.991,136315.78933182,True
카이메루스,3306,378.065,136310.53125785,True
카이메루스,3306,349.771,136284.7806136,True
카이메루스,3306,358.143,136278.93606744,True
카이메루스,3306,361.54,136264.89185152,True
카이메루스,3306,354.978,136224.13501682,True
카이메루스,3306,329.956,136193.73492223,True
카이메루스,3306,367.237,136189.39268102,True
카이메루스,3306,356.465,136164.26016579,True
카이메루스,3306,320.681,136156.65723881,True
카이메루스,3306,362.34,136140.97808688,True
카이메루스,3306,368.4,136120.33387622,True
카이메루스,3306,358.738,136114.97527443,True
카이메루스,3306,358.875,136107.29919889,True
카이메루스,3306,351.022,136097.48106956,True
카이메루스,3306,362.509,136078.20495491,True
카이메루스,3306,362.405,136045.54296988,True
카이메루스,3306,364.942,136004.989834,True
카이메루스,3306,348.571,135946.36386848,True
카이메루스,3306,375.594,135937.90369388,True
카이메루스,3306,366.825,135905.30907108,True
카이메루스,3306,371.899,135888.99136594,True
카이메루스,3306,350.729,135831.08610922,True
카이메루스,3306,368.879,135827.54507576,True
카이메루스,3306,355.295,135775.21496221,True
카이메루스,3306,356.937,135760.75049659,True
카이메루스,3306,379.074,135734.04401251,True
카이메루스,3306,363.97,135731.69217243,True
카이메루스,3306,345.436,135715.76789912,True
카이메루스,3306,338.845,135705.26641975,True
카이메루스,3306,372.528,135664.69097625,True
카이메루스,3306,375.033,135596.64882824,True
카이메루스,3306,371.452,135592.55031606,True
카이메루스,3306,363.502,135492.57500646,True
카이메루스,3306,323.983,135469.29931509,True
카이메루스,3306,358.844,135465.12412079,True
카이메루스,3306,375.618,135428.84792529,True
카이메루스,3306,358.64,135406.82299799,True
카이메루스,3306,373.721,135387.21934277,True
카이메루스,3306,329.45,135341.30217028,True
카이메루스,3306,373.153,135325.74037995,True
카이메루스,3306,359.103,135288.97001696,True
카이메루스,3306,346.738,135256.68948889,True
카이메루스,3306,371.765,135240.23240488,True
카이메루스,3306,329.447,135209.84862512,True
카이메루스,3306,361.945,135186.91790189,True
카이메루스,3306,368.625,135174.38589352,True
카이메루스,3306,347.84,135174.22953082,True
카이메루스,3306,345.325,135125.14298125,True
카이메루스,3306,342.536,135118.19487587,True
카이메루스,3306,364.962,135107.97014484,True
카이메루스,3306,313.331,135086.63362387,True
카이메루스,3306,364.465,135080.89116925,True
카이메루스,3306,341.421,135067.94251086,True
카이메루스,3306,356.764,135032.79759169,True
카이메루스,3306,342.006,135025.50832442,True
카이메루스,3306,374.74,135003.645194,True
카이메루스,3306,346.904,134990.88220372,True
카이메루스,3306,364.96,134956.24451995,True
카이메루스,3306,365.454,134917.72972795,True
카이메루스,3306,345.981,134887.46491859,True
카이메루스,3306,352.235,134881.23553877,True
카이메루스,3306,375.05,134830.47860285,True
카이메루스,3306,333.242,134828.93512823,True
카이메루스,3306,366.244,134794.59868285,False
카이메루스,3306,375.3,134788.6384226,True
카이메루스,3306,359.015,134761.59491943,True
카이메루스,3306,338.283,134756.53816479,True
카이메루스,3306,356.253,134728.24369198,True
카이메루스,3306,362.419,134689.28781328,True
카이메루스,3306,373.472,134688.85485391,True
카이메루스,3306,352.935,134651.64690382,True
카이메루스,3306,367.88,134647.915081,True
카이메루스,3306,354.074,134635.59877314,True
카이메루스,3306,357.63,134397.95878422,True
카이메루스,3306,345.746,134337.85495711,True
카이메루스,3306,352.531,134312.73561758,True
카이메루스,3306,359.769,134289.58581757,True
카이메루스,3306,359.428,134279.14074585,True
카이메루스,3306,376.564,134252.25459683,True
카이메루스,3306,361.289,134247.93171118,True
카이메루스,3306,378.84,134236.22373561,True
카이메루스,3306,370.33,134222.88499446,True
카이메루스,3306,343.902,134193.78776512,True
카이메루스,3306,363.351,134175.09790808,True
카이메루스,3306,365.168,134127.83978881,True
카이메루스,3306,344.442,134122.60990239,True
카이메루스,3306,352.908,134112.93878291,True
카이메루스,3306,355.227,134108.65446602,True
카이메루스,3306,367.88,134083.30977493,True
카이메루스,3306,370.116,134028.6288623,True
카이메루스,3306,348.008,134014.92781775,True
카이메루스,3306,375.614,134006.08071052,True
카이메루스,3306,336.154,134003.26041041,True
카이메루스,3306,374.228,133974.79076926,True
카이메루스,3306,356.673,133960.00538308,True
카이메루스,3306,337.822,133933.14526585,True
카이메루스,3306,371.942,133912.77403466,True
카이메루스,3306,367.94,133910.09947274,True
카이메루스,3306,375.454,133907.73836475,True
카이메루스,3306,357.442,133857.48736858,True
카이메루스,3306,358.637,133827.98205428,True
카이메루스,3306,349.882,133790.00348689,True
카이메루스,3306,370.389,133746.46655273,True
카이메루스,3306,372.421,133642.70543283,True
카이메루스,3306,348.552,133614.6342583,True
카이메루스,3306,288.207,133610.68953912,True
카이메루스,3306,344.977,133606.43173313,True
카이메루스,3306,331.165,133557.62233328,True
카이메루스,3306,356.78,133549.4590504,True
카이메루스,3306,366.904,133548.44046399,True
카이메루스,3306,358.228,133526.08673806,True
카이메루스,3306,356.763,133523.49038437,True
카이메루스,3306,350.879,133500.78232097,True
카이메루스,3306,379.941,133472.58653317,True
카이메루스,3306,355.285,133469.43721238,True
카이메루스,3306,342.465,133445.61634036,True
카이메루스,3306,378.377,133407.3635554,True
카이메루스,3306,364.172,133381.01776084,True
카이메루스,3306,376.488,133373.35320116,True
카이메루스,3306,361.745,133326.54494188,True
카이메루스,3306,365.504,133305.81060672,True
카이메루스,3306,342.239,133305.71033693,True
카이메루스,3306,371.79,133302.189408,True
카이메루스,3306,359.139,133295.55965796,True
카이메루스,3306,344.977,133254.09230181,True
카이메루스,3306,338.577,133215.43696116,True
카이메루스,3306,341.2,133195.88218054,True
카이메루스,3306,352.928,133194.77627165,True
카이메루스,3306,370.062,133191.17877545,True
카이메루스,3306,373.062,133155.74622985,True
카이메루스,3306,367.147,133097.11096645,True
카이메루스,3306,354.419,133091.55265378,True
카이메루스,3306,365.26,133072.25264195,True
카이메루스,3306,363.436,133019.57703695,True
카이메루스,3306,360.632,133015.35637437,True
카이메루스,3306,352.829,132976.85847819,True
카이메루스,3306,377.194,132943.35275747,True
카이메루스,3306,355.247,132929.60672434,True
카이메루스,3306,351.118,132920.05251796,True
카이메루스,3306,358.511,132910.68614352,True
카이메루스,3306,349.664,132906.35867576,True
카이메루스,3306,347.291,132889.45869602,True
카이메루스,3306,361.054,132888.27709982,True
카이메루스,3306,367.564,132884.00931538,True
카이메루스,3306,373.384,132883.14175219,True
카이메루스,3306,378.648,132854.00688766,True
카이메루스,3306,360.758,132850.51197756,True
카이메루스,3306,373.264,132847.43773844,True
카이메루스,3306,379.604,132845.31775218,True
카이메루스,3306,341.551,132820.96377993,True
카이메루스,3306,379.004,132816.97818493,True
카이메루스,3306,353.209,132799.38506663,True
카이메루스,3306,367.259,132764.94789781,True
카이메루스,3306,356.499,132755.79174135,True
카이메루스,3306,349.435,132741.80892011,True
카이메루스,3306,375.63,132677.19830684,True
카이메루스,3306,321.222,132670.33391237,True
카이메루스,3306,353.549,132643.44687724,True
카이메루스,3306,360.426,132628.64499231,True
카이메루스,3306,376.257,132624.9478415,True
카이메루스,3306,377.995,132534.98326697,True
카이메루스,3306,356.135,132503.0873124,True
카이메루스,3306,369.718,132493.1380133,True
카이메루스,3306,330.697,132492.77737627,False
카이메루스,3306,357.292,132488.80467517,True
카이메루스,3306,360.895,132485.11616952,True
카이메루스,3306,319.581,132480.68251867,True
카이메루스,3306,365.596,132474.29676473,True
카이메루스,3306,362.126,132455.94627284,True
카이메루스,3306,341.547,132434.37652797,True
카이메루스,3306,369.204,132397.24921723,True
카이메루스,3306,347.84,132393.46538638,True
카이메루스,3306,379.251,132388.47095987,True
카이메루스,3306,379.867,132380.12778157,True
카이메루스,3306,360.814,132357.70507796,True
카이메루스,3306,375.794,132301.59342619,True
카이메루스,3306,353.531,132254.24361654,True
카이메루스,3306,365.285,132247.21792573,True
카이메루스,3306,351.794,132241.41685191,True
카이메루스,3306,379.228,132235.2120624,True
카이메루스,3306,372.817,132220.48350799,True
카이메루스,3306,373.427,132207.55328351,True
카이메루스,3306,371.474,132187.44784292,True
카이메루스,3306,355.228,132174.95805511,True
카이메루스,3306,332.53,132173.27158452,True
카이메루스,3306,336.61,132160.01307151,True
카이메루스,3306,351.338,132147.62707137,True
카이메루스,3306,374.231,132122.14915386,True
카이메루스,3306,360.883,132120.06938537,True
카이메루스,3306,359.518,132111.10709339,True
카이메루스,3306,344.079,132101.54063456,True
카이메루스,3306,365.932,132101.12261294,True
카이메루스,3306,346.216,132100.18889942,True
카이메루스,3306,353.44,132097.1084201,True
카이메루스,3306,292.802,132066.29736136,True
카이메루스,3306,361.954,132036.1067981,True
카이메루스,3306,345.84,132027.04140643,True
카이메루스,3306,332.738,132026.84394328,True
카이메루스,3306,350.417,132020.72673415,True
카이메루스,3306,379.259,132008.66426374,False
카이메루스,3306,373.319,132003.07243939,True
카이메루스,3306,331.114,131980.93103886,True
카이메루스,3306,336.257,131963.9769581,True
카이메루스,3306,346.362,131942.04040859,True
카이메루스,3306,376.21,131939.90058744,True
카이메루스,3306,377.532,131939.13363635,True
카이메루스,3306,374.281,131917.40430318,True
카이메루스,3306,375.949,131896.83441105,True
카이메루스,3306,337.541,131859.88961341,True
카이메루스,3306,362.376,131803.47484381,True
카이메루스,3306,371.463,131798.52636736,True
카이메루스,3306,379.922,131796.32924653,True
카이메루스,3306,348.159,131783.56153367,True
카이메루스,3306,364.679,131768.58552316,True
카이메루스,3306,354.241,131768.49941142,True
카이메루스,3306,342.203,131749.94666908,True
카이메루스,3306,349.312,131731.6038384,True
카이메루스,3306,360.669,131730.50913719,True
카이메루스,3306,342.462,131713.89234426,True
카이메루스,3306,362.202,131705.54000254,True
카이메루스,3306,377.599,131695.75660952,True
카이메루스,3306,292.069,131685.42022604,True
카이메루스,3306,372.304,131674.14263613,True
카이메루스,3306,334.951,131661.565423,True
카이메루스,3306,371.483,131660.36938433,True
카이메루스,3306,362.584,131660.03188227,True
카이메루스,3306,375.708,131657.10072716,True
카이메루스,3306,330.833,131622.7341287,True
카이메루스,3306,323.423,131589.01809704,True
카이메루스,3306,365.481,131588.41909703,False
카이메루스,3306,350.15,131580.51977724,True
카이메루스,3306,367.832,131569.86613454,True
카이메루스,3306,356.499,131515.40397028,True
카이메루스,3306,319.031,131506.19532271,True
카이메루스,3306,374.058,131497.72762513,True
카이메루스,3306,353.554,131476.39681633,True
카이메루스,3306,352.866,131359.9666729,True
카이메루스,3306,353.555,131353.31702281,True
카이메루스,3306,347.952,131329.27530234,True
카이메루스,3306,369.699,131297.28779358,True
카이메루스,3306,372.112,131280.2489573,True
카이메루스,3306,361.804,131266.77151165,True
카이메루스,3306,365.747,131249.75187766,True
카이메루스,3306,345.658,131242.18736439,True
카이메루스,3306,371.625,131238.07870838,True
카이메루스,3306,350.856,131232.95882071,True
카이메루스,3306,375.283,131224.99820136,True
카이메루스,3306,345.939,131198.85297697,True
카이메루스,3306,335.567,131195.90126562,True
카이메루스,3306,361.428,131157.94293746,True
카이메루스,3306,366.267,131145.50314388,True
카이메루스,3306,364.101,131142.28194924,True
카이메루스,3306,366.642,131124.45382689,True
카이메루스,3306,350.715,131117.69100267,True
카이메루스,3306,372.573,131083.07365268,True
카이메루스,3306,358.85,131070.99066462,True
카이메루스,3306,364.556,131066.46989763,True
카이메루스,3306,349.773,131060.13042745,True
카이메루스,3306,308.31,131034.90318186,True
카이메루스,3306,327.806,131033.37949885,True
카이메루스,3306,369.519,131023.05970735,True
카이메루스,3306,360.213,130978.61265418,True
카이메루스,3306,355.446,130973.18580037,True
카이메루스,3306,370.573,130953.63126833,True
카이메루스,3306,374.099,130950.40884899,True
카이메루스,3306,372.151,130933.88167706,True
카이메루스,3306,346.914,130930.80129369,True
카이메루스,3306,354.501,130901.83948705,True
카이메루스,3306,331.542,130887.90258851,True
카이메루스,3306,342.969,130884.51142815,True
카이메루스,3306,370.434,130862.37224445,True
카이메루스,3306,364.896,130852.74160309,True
