rank,character,guild,server,region,dps,ilvl,duration_s,crit,haste,mastery,vers,report_id,fight_id,source_id,world_tender_count,world_tender_2p,world_tender_slots,world_tender_names,arcanoweave_bonus_count,arcanoweave_bonus_slots,arcanoweave_bonus_names,arcanoweave_source,arcanoweave_source_events,arcanoweave_self_events,arcanoweave_received_events,embellished_8791_count,embellished_8791_slots,embellished_8791_names,crafted_8960_count,crafted_8960_names,tier_count,tier_slots,tier_chest,tier_shoulder,chest_item,shoulder_item,belt_item,boots_item,wrist_item,back_item,ring1_item,ring2_item,strategy,gear_ids
4,打睡着了,The Six Army,熊猫酒仙,CN,165808.3267899,291.0,565.452,739,756,1476,72,4N7dxrvAKwjXbnpC,1,1,0,False,,,0,,,False,0,0,14,2,wrist;ring2,"Farstrider's Plated Bracers (244584, 285);Masterwork Sin'dorei Band (240949, 285)",2,"Farstrider's Plated Bracers (244584, 285);Masterwork Sin'dorei Band (240949, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Whipcoil Sabatons (251084, 289)","Farstrider's Plated Bracers (244584, 285)","Potion-Stained Cloak (193712, 289)","Sporecaller's Blooming Loop (268290, 298)","Masterwork Sin'dorei Band (240949, 285)",other_embellishment_2x,249988;250247;249318;268274;249991;249371;249987;251084;244584;249989;268290;240949;249806;249343;193712;249279
8,最高的山,,血色十字军,CN,162051.05655736,291.0,569.917,877,683,1140,0,BKWcYLx3G8AtyXT2,80,1137,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,74,35,59,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Primal Sentry's Cinch (249985, 289)","Grudgefiend Stompers (268287, 298)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Bond of Light (249369, 289)","Sin'dorei Band of Hope (249919, 289)",arcanoweave_2x,249988;250247;249318;249991;249985;249987;268287;244584;249989;249369;249919;249343;193701;239656;249279
10,爆炸丶杨梅,小 法 狮,国王之谷,CN,161726.34893324,291.0,574.213,996,724,1302,0,QaHbWfzTRm8xnFy2,47,497,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,55,30,43,1,wrist,"Farstrider's Plated Bracers (244584, 285)",1,"Farstrider's Plated Bracers (244584, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Primal Sentry's Cinch (249985, 289)","Grudgefiend Stompers (268287, 298)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Sin'dorei Band of Hope (249919, 289)","Eye of Midnight (249920, 289)",arcanoweave_1x_or_mixed,249988;250247;249318;249991;249985;249987;268287;244584;249989;249919;249920;249343;249806;249370;249288
11,橘市,The Six Army,熊猫酒仙,CN,161383.87282199,290.0,556.7,751,689,1495,114,XDPfG8v7nqx312gQ,104,730,0,False,,,2,boots;wrist,"Farstrider's Razor Talons (244577, 285);Farstrider's Plated Bracers (244584, 285)",True,56,29,44,2,boots;wrist,"Farstrider's Razor Talons (244577, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Razor Talons (244577, 285);Farstrider's Plated Bracers (244584, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Waistcord of the Judged (249303, 289)","Farstrider's Razor Talons (244577, 285)","Farstrider's Plated Bracers (244584, 285)","Potion-Stained Cloak (193712, 289)","Eye of Midnight (249920, 289)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;193704;52019;249991;249303;249987;244577;244584;249989;249920;249369;249806;249343;193712;249288;46874
12,Onedarkholme,,Stormrage,US,160949.33400624,290.0,554.81,821,669,1259,53,4TmaYRn6XkG1xWF3,1,28,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,22,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Bifurcation Band (251115, 289)","Sin'dorei Band of Hope (249919, 289)",world_tender_2p,249988;250247;249318;249991;244611;249987;244610;249304;249989;251115;249919;249343;193701;249370;249279
13,穿十,,血色十字军,CN,160912.16728422,290.0,564.596,1098,392,1150,52,2JdbfFwgaH4p69Ky,105,1709,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,22,1,ring1,"Masterwork Sin'dorei Band (240949, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Spaulders of Arrow's Flight (251097, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Masterwork Sin'dorei Band (240949, 285)","Sin'dorei Band of Hope (249919, 289)",world_tender_2p,249988;250247;251097;249991;244611;249987;244610;249304;249989;240949;249919;249343;193701;249370;249288;233290
14,抄作业,,熊猫酒仙,CN,160859.59059391,290.0,573.416,813,755,1471,16,Lw41TrzB3qMdGFDP,14,13,0,False,,,2,boots;back,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",True,57,29,53,2,boots;back,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Farstrider's Razor Talons (244577, 285)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Platinum Star Band (193708, 289)","Eye of Midnight (249920, 289)",arcanoweave_2x,249988;250247;249318;249991;249371;249987;244577;249304;249989;193708;249920;249806;249343;239656;249279
16,동칩,고양이 발바닥,아즈샤라,KR,160369.86059938,291.0,539.022,832,857,1010,41,yZDwF72mLBQzjGvC,62,92,2,True,chest;belt,"World Tender's Trunkplate (244609, 285);World Tender's Barkclasp (244611, 285)",0,,,False,0,0,21,0,,,2,"World Tender's Trunkplate (244609, 285);World Tender's Barkclasp (244611, 285)",4,head;shoulder;legs;hands,False,True,"World Tender's Trunkplate (244609, 285)","Primal Sentry's Trophies (249986, 289)","World Tender's Barkclasp (244611, 285)","Primal Sentry's Swiftsteps (249990, 298)","Fallen King's Cuffs (249304, 289)","Rigid Scale Greatcloak (258575, 289)","Occlusion of Void (251217, 289)","Omission of Light (251093, 289)",world_tender_2p,249988;268291;249986;16060;244609;244611;249987;249990;249304;249989;251217;251093;249343;193701;258575;249279;157758
17,一桶水果茶丶,小 法 狮,国王之谷,CN,160196.9759832,291.0,576.055,889,697,1326,83,4yhwrVa3MJKfWpBN,107,1657,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,65,30,57,0,,,1,"Farstrider's Plated Bracers (244584, 285)",5,head;shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","Waistcord of the Judged (249303, 289)","Primal Sentry's Swiftsteps (249990, 298)","Farstrider's Plated Bracers (244584, 285)","Rigid Scale Greatcloak (258575, 289)","Sin'dorei Band of Hope (249919, 289)","Bond of Light (249369, 289)",arcanoweave_1x_or_mixed,249988;250247;249986;249991;249303;249987;249990;244584;249989;249919;249369;249343;249806;258575;249279
18,Firaa,DMG,Illidan,US,160193.40344515,290.0,551.5,523,1055,1120,52,6nWZwM4kDpThV1CG,54,51,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,35,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Eye of Midnight (249920, 289)","Omission of Light (251093, 289)",world_tender_2p,249988;250247;249318;6795;249991;244611;249987;244610;249304;249989;249920;251093;249343;193701;249370;249279
20,莓莓车厘子,小 法 狮,国王之谷,CN,159831.83441755,291.0,579.53,970,688,1343,41,QaHbWfzTRm8xnFy2,24,267,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,62,30,30,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",5,head;shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 298)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Bond of Light (249369, 289)","Sin'dorei Band of Hope (249919, 289)",arcanoweave_2x,249988;250247;249986;249991;249985;249987;249990;244584;249989;249369;249919;249343;249806;239656;249279
21,耶丶问,,燃烧之刃,CN,159790.72512648,289.0,575.21,919,679,1068,0,GxJ2KCV1qAZj6zyk,14,12,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,61,29,48,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Primal Spark Pauldrons (260374, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Bifurcation Band (251115, 276)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;249368;260374;249991;249371;249987;249990;244584;249989;251115;193708;249343;193701;239656;249288
22,은칩,고양이 발바닥,아즈샤라,KR,159786.66885912,291.0,535.168,729,960,1019,73,GXfdrkp9QYcvFaqZ,1,17,2,True,chest;belt,"World Tender's Trunkplate (244609, 285);World Tender's Barkclasp (244611, 285)",0,,,False,0,0,37,0,,,2,"World Tender's Trunkplate (244609, 285);World Tender's Barkclasp (244611, 285)",4,head;shoulder;legs;hands,False,True,"World Tender's Trunkplate (244609, 285)","Primal Sentry's Trophies (249986, 289)","World Tender's Barkclasp (244611, 285)","Primal Sentry's Swiftsteps (249990, 298)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Eye of Midnight (249920, 289)","Sporecaller's Blooming Loop (268290, 298)",world_tender_2p,249988;250247;249986;268274;244609;244611;249987;249990;249304;249989;249920;268290;249343;193701;249335;249288;5976
23,下雨天,The Six Army,鬼雾峰,CN,159721.13990224,292.0,565.452,730,725,1296,16,4N7dxrvAKwjXbnpC,1,13,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,77,34,75,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 298)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Sporecaller's Blooming Loop (268290, 298)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;193704;249991;249985;249987;249990;244584;249989;268290;249369;193701;249343;239656;249279
25,葡玉丶问墨,小 法 狮,国王之谷,CN,159584.79317459,290.0,571.98,1044,869,1127,0,Kv1GqgDVzb8WPk7M,15,2,0,False,,,2,boots;back,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",True,62,31,48,1,back,"Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Primal Sentry's Cinch (249985, 289)","Farstrider's Razor Talons (244577, 285)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Bond of Light (249369, 289)","Eye of Midnight (249920, 289)",arcanoweave_2x,249988;249337;249318;249991;249985;249987;244577;249304;249989;249369;249920;249343;249806;239656;249279
26,劈星逮月,,影之哀伤,CN,159336.60758889,290.0,552.492,699,777,1535,0,9WXmfyLz1wTvxbAn,57,732,0,False,,,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",True,51,25,55,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Eye of Midnight (249920, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_2x,249988;268291;249318;249991;244581;249987;249990;249304;249989;249920;240949;249806;249343;239656;249279
27,毛利二五郎当,,血色十字军,CN,159332.82792535,290.0,566.539,747,766,1193,52,KCxvkbjmhAZGVqTP,26,13,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,25,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Platinum Star Band (193708, 289)","Eye of Midnight (249920, 289)",world_tender_2p,249988;250247;193704;268274;249991;244611;249987;244610;249304;249989;193708;249920;249343;193701;249370;249279;233290
29,Блессито,Гнев Анархии,Ревущий фьорд,EU,158722.3395263,290.0,579.69,812,745,1106,52,zJ7TpQwPCbRaYnfB,4,22,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,34,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Bond of Light (249369, 289)","Sin'dorei Band of Hope (249919, 289)",world_tender_2p,249988;249368;249318;268274;249991;244611;249987;244610;249304;249989;249369;249919;193701;249343;249370;249279
30,高圆圆丿,,埃德萨拉,CN,158599.68278757,290.0,575.009,857,730,1402,0,BXRwMZatV49A1Dcm,10,19,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,61,32,53,1,back,"Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Sin'dorei Band of Hope (249919, 289)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;249318;249991;249371;249987;249990;244584;249989;249919;249369;249806;249343;239656;249279
31,相愛不會害怕,iuiuiuiui,凤凰之神,CN,158494.65624587,290.0,559.906,633,827,1585,0,xWYabdvVKqRT8C3Q,17,311,0,False,,,2,boots;back,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",True,76,34,77,0,,,2,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Primal Sentry's Cinch (249985, 289)","Farstrider's Razor Talons (244577, 285)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Eye of Midnight (249920, 289)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;193704;249991;249985;249987;244577;249304;249989;249920;249369;249343;249806;239656;249288
32,绝三十二,,丽丽（四川）,CN,158494.49187384,290.0,575.241,918,709,1371,16,dKkcq8DYpf9F6AbV,61,232,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,66,33,51,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Darkstrider Treads (249377, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Sin'dorei Band of Hope (249919, 289)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;249318;249991;249371;249987;249377;244584;249989;249919;249369;249343;249806;239656;249279
33,索尼的机子丶,,伊森利恩,CN,158454.81391861,291.0,586.84,877,800,1045,0,ApqNa2zgQLdCrYD6,16,33,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,53,28,58,0,,,2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Primal Sentry's Cinch (249985, 289)","Grudgefiend Stompers (268287, 298)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Eye of Midnight (249920, 289)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;250247;249318;249991;249985;249987;268287;244584;249989;249920;193708;193701;249343;239656;249288
34,阿绝五,,丽丽（四川）,CN,158249.64463179,290.0,570.535,1151,834,1043,16,CPr6bq8FQMZ7Tamj,10,11,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,76,34,61,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Primal Sentry's Cinch (249985, 289)","Darkstrider Treads (249377, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Sin'dorei Band of Hope (249919, 289)","Eye of Midnight (249920, 289)",arcanoweave_2x,249988;250247;249318;249991;249985;249987;249377;244584;249989;249919;249920;249343;249806;239656;249288
36,老瓜子停,,安苏,CN,157793.71844364,290.0,560.307,685,779,1567,0,hXGTNpgkmrbLtynW,63,950,0,False,,,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",True,72,34,64,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Defiant Defender's Drape (260312, 289)","Eye of Midnight (249920, 289)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;249318;268274;249991;244581;249987;249990;244584;249989;249920;249369;249806;249343;260312;249279
37,Jxv,The Six Army,熊猫酒仙,CN,157722.83842159,290.0,569.711,988,625,1371,16,CLfgQ2NkPGvxWnmB,28,178,0,False,,,1,belt,"Farstrider's Trophy Belt (244581, 285)",True,63,32,53,3,neck;belt;ring1,"Masterwork Sin'dorei Amulet (240950, 272);Farstrider's Trophy Belt (244581, 285);Masterwork Sin'dorei Band (240949, 285)",2,"Farstrider's Trophy Belt (244581, 285);Masterwork Sin'dorei Band (240949, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Rigid Scale Greatcloak (258575, 289)","Masterwork Sin'dorei Band (240949, 285)","Eye of Midnight (249920, 289)",arcanoweave_1x_or_mixed,249988;240950;249318;249991;244581;249987;249990;249304;249989;240949;249920;249806;249343;258575;249279
39,性感小光头,,凤凰之神,CN,157579.4309088,291.0,589.185,967,567,1424,0,BF7MnCzrky3h4bP6,85,1142,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,78,37,46,2,neck;wrist,"Masterwork Sin'dorei Amulet (240950, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Plated Bracers (244584, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Pauldrons of the Void Hunter (151323, 289)","Scornbane Waistguard (249371, 289)","Grudgefiend Stompers (268287, 298)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Platinum Star Band (193708, 289)","Loa Worshiper's Band (251513, 285)",arcanoweave_1x_or_mixed,249988;240950;151323;268274;249991;249371;249987;268287;244584;249989;193708;251513;249806;249343;249370;249279
40,反诈,The Six Army,熊猫酒仙,CN,157532.56058072,290.0,562.06,1121,427,1355,16,fkWBpAhd3FCDr4Z7,18,12,0,False,,,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",True,71,35,39,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Sin'dorei Band of Hope (249919, 289)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;250247;249318;249991;244581;249987;249990;244584;249989;249919;193708;249344;249806;249370;249279
41,Jxk,The Six Army,熊猫酒仙,CN,157454.10065279,291.0,561.435,759,791,1138,72,vYDfGJCVp81hmW26,15,4,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,58,29,37,2,wrist;ring2,"Farstrider's Plated Bracers (244584, 285);Masterwork Sin'dorei Band (240949, 285)",2,"Farstrider's Plated Bracers (244584, 285);Masterwork Sin'dorei Band (240949, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Potion-Stained Cloak (193712, 289)","Eye of Midnight (249920, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_1x_or_mixed,249988;250247;249318;249991;249371;249987;249990;244584;249989;249920;240949;193701;249343;193712;249279
42,马里浪我火雷,,血色十字军,CN,157450.25468539,291.0,557.158,986,405,1275,52,hWfYP8vcDVTrAz3X,172,1607,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,29,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Bond of Light (249369, 289)","Sin'dorei Band of Hope (249919, 289)",world_tender_2p,249988;268291;249318;268274;249991;244611;249987;244610;249304;249989;249369;249919;249343;193701;249370;249288;233290
45,Chazh,Honestly,Frostmourne,US,157055.78965306,290.0,516.404,1093,392,1154,100,1GcnD9Xkryx4TPK3,38,72,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,25,1,ring2,"Masterwork Sin'dorei Band (240949, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Primal Spark Pauldrons (260374, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Platinum Star Band (193708, 289)","Masterwork Sin'dorei Band (240949, 285)",world_tender_2p,249988;250247;260374;268274;249991;244611;249987;244610;249304;249989;193708;240949;193701;249343;249335;249288
46,猎人十号机,,冰风岗,CN,156903.51653068,291.0,573.207,839,715,1126,0,8pWDdGXgFvx2BKAT,19,17,0,False,,,0,,,False,0,0,26,1,shoulder,"Farstrider's Brilliant Plumes (244580, 285)",2,"Farstrider's Brilliant Plumes (244580, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Farstrider's Brilliant Plumes (244580, 285)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 289)","Amberfrond Bracers (251079, 289)","Draconic Nullcape (249370, 289)","Loa Worshiper's Band (251513, 285)","Sporecaller's Blooming Loop (268290, 298)",other_or_unclassified,249988;250247;244580;249991;249985;249987;249990;251079;249989;251513;268290;193701;249343;249370;249279
